year,classification_rating,rating,keywords,stars,user_reviews,critic_reviews,metascore,cast_number,budget,revenue,opening_weekend,longitud,imdb_url,Film,url_tried,url_used,found,error
1944,,7.5,"['Drama', 'Romance', 'War']",['Claudette ColbertJennifer JonesJoseph Cotten'],109,28,,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0037280/,Since You Went Away,https://letterboxd.com/film/since-you-went-away-1944,https://letterboxd.com/film/since-you-went-away,True,
1944,,6.3,"['Political Drama', 'Biography', 'Drama', 'History', 'Music', 'Romance']",['Charles CoburnGeraldine FitzgeraldThomas Mitchell'],51,20,,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0037465/,Wilson,https://letterboxd.com/film/wilson-1944,https://letterboxd.com/film/wilson,True,
1945,,7.9,"['Film Noir', 'Drama']",['Ray MillandJane WymanPhillip Terry'],202,130,,67,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0037884/,The Lost Weekend,https://letterboxd.com/film/the-lost-weekend-1945,https://letterboxd.com/film/the-lost-weekend,True,
1945,,7.0,"['Comedy', 'Fantasy', 'Musical']",['Frank SinatraKathryn GraysonGene Kelly'],93,37,60,95,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0037514/,Anchors Aweigh,https://letterboxd.com/film/anchors-aweigh-1945,https://letterboxd.com/film/anchors-aweigh,True,
1945,,7.2,['Drama'],['Bing CrosbyIngrid BergmanHenry Travers'],81,54,,31,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0037536/,The Bells of St. Mary's,https://letterboxd.com/film/the-bells-of-st-marys-1945,https://letterboxd.com/film/the-bells-of-st-marys,True,
1945,,7.9,"['Film Noir', 'Crime', 'Drama', 'Mystery', 'Romance']",['Joan CrawfordJack CarsonZachary Scott'],436,116,88,77,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0037913/,Mildred Pierce,https://letterboxd.com/film/mildred-pierce-1945,https://letterboxd.com/film/mildred-pierce,True,
1945,,7.5,"['Film Noir', 'Psychological Drama', 'Psychological Thriller', 'Drama', 'Mystery', 'Romance', 'Thriller']",['Ingrid BergmanGregory PeckMichael Chekhov'],240,115,78,32,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0038109/,Spellbound,https://letterboxd.com/film/spellbound-1945,https://letterboxd.com/film/spellbound,True,
1946,,8.1,"['Epic', 'Feel-Good Romance', 'Drama', 'Romance', 'War']",['Myrna LoyFredric MarchDana Andrews'],381,127,93,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0036868/,The Best Years of Our Lives,https://letterboxd.com/film/the-best-years-of-our-lives-1946,https://letterboxd.com/film/the-best-years-of-our-lives,True,
1989,,7.5,"['Epic', 'Historical Epic', 'Period Drama', 'Tragedy', 'War Epic', 'Biography', 'Drama', 'History', 'War']",['Derek JacobiKenneth BranaghSimon Shepherd'],143,50,83,50,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0097499/,Henry V,https://letterboxd.com/film/henry-v-1946,https://letterboxd.com/film/henry-v,True,
1946,,8.6,"['Feel-Good Romance', 'Holiday Family', 'Holiday Romance', 'Psychological Drama', 'Supernatural Fantasy', 'Drama', 'Family', 'Fantasy', 'Holiday', 'Romance']",['James StewartDonna ReedLionel Barrymore'],1.3K,165,89,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0038650/,It's a Wonderful Life,https://letterboxd.com/film/its-a-wonderful-life-1946,https://letterboxd.com/film/its-a-wonderful-life,True,
1946,,7.3,"['Coming-of-Age', 'Psychological Drama', 'Drama', 'Romance']",['Tyrone PowerGene TierneyJohn Payne'],115,41,,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0038873/,The Razor's Edge,https://letterboxd.com/film/the-razors-edge-1946,https://letterboxd.com/film/the-razors-edge,True,
1946,,7.1,"['Drama', 'Family', 'Western']",['Gregory PeckJane WymanClaude Jarman Jr.'],94,25,89,22,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0039111/,The Yearling,https://letterboxd.com/film/the-yearling-1946,https://letterboxd.com/film/the-yearling,True,
1947,,7.2,"['Drama', 'Romance']",['Gregory PeckDorothy McGuireJohn Garfield'],177,78,,82,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0039416/,Gentleman's Agreement,https://letterboxd.com/film/gentlemans-agreement-1947,https://letterboxd.com/film/gentlemans-agreement,True,
1947,,7.6,"['Holiday Comedy', 'Holiday Romance', 'Comedy', 'Drama', 'Fantasy', 'Holiday', 'Romance']",['Cary GrantLoretta YoungDavid Niven'],210,44,73,39,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0039190/,The Bishop's Wife,https://letterboxd.com/film/the-bishops-wife-1947,https://letterboxd.com/film/the-bishops-wife,True,
1947,,7.2,"['Film Noir', 'Crime', 'Drama', 'Mystery']",['Robert YoungRobert MitchumRobert Ryan'],114,58,,29,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0039286/,Crossfire,https://letterboxd.com/film/crossfire-1947,https://letterboxd.com/film/crossfire,True,
1946,,7.8,"['Coming-of-Age', 'Period Drama', 'Adventure', 'Drama', 'Mystery', 'Romance']",['John MillsTony WagerValerie Hobson'],158,50,90,33,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0038574/,Great Expectations,https://letterboxd.com/film/great-expectations-1947,https://letterboxd.com/film/great-expectations,True,
1947,,7.9,"['Holiday Comedy', 'Holiday Family', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Holiday']","[""Edmund GwennMaureen O'HaraJohn Payne""]",237,107,88,68,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0039628/,Miracle on 34th Street,https://letterboxd.com/film/miracle-on-34th-street-1947,https://letterboxd.com/film/miracle-on-34th-street,True,
1948,,7.5,"['Tragedy', 'Drama']",['John LaurieEsmond KnightAnthony Quayle'],117,49,82,25,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0040416/,Hamlet,https://letterboxd.com/film/hamlet-1948,https://letterboxd.com/film/hamlet,True,
1948,,7.7,['Drama'],['Jane WymanLew AyresCharles Bickford'],78,27,,39,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0040495/,Johnny Belinda,https://letterboxd.com/film/johnny-belinda-1948,https://letterboxd.com/film/johnny-belinda,True,
1948,,8.1,"['Drama', 'Music', 'Romance']",['Anton WalbrookMarius GoringMoira Shearer'],226,114,,90,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0040725/,The Red Shoes,https://letterboxd.com/film/the-red-shoes-1948,https://letterboxd.com/film/the-red-shoes,True,
1948,,7.5,"['Psychological Drama', 'Drama', 'Mystery']",['Olivia de HavillandMark StevensLeo Genn'],88,46,76,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0040806/,The Snake Pit,https://letterboxd.com/film/the-snake-pit-1948,https://letterboxd.com/film/the-snake-pit,True,
1948,,8.2,"['Tragedy', 'Adventure', 'Drama', 'Western']",['Humphrey BogartWalter HustonTim Holt'],350,128,98,32,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0040897/,The Treasure of the Sierra Madre,https://letterboxd.com/film/the-treasure-of-the-sierra-madre-1948,https://letterboxd.com/film/the-treasure-of-the-sierra-madre,True,
1949,,7.4,"['Film Noir', 'Political Drama', 'Drama']",['Broderick CrawfordJohn IrelandJoanne Dru'],117,57,,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0041113/,All the King's Men,https://letterboxd.com/film/all-the-kings-men-1949,https://letterboxd.com/film/all-the-kings-men,True,
1949,,7.4,"['Action', 'Drama', 'History', 'War']",['Van JohnsonJohn HodiakRicardo Montalban'],106,38,,93,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0041163/,Battleground,https://letterboxd.com/film/battleground-1949,https://letterboxd.com/film/battleground-1949,True,
1949,,8.1,"['Coming-of-Age', 'Dark Romance', 'Psychological Drama', 'Drama', 'Romance']",['Olivia de HavillandMontgomery CliftRalph Richardson'],180,59,,36,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0041452/,The Heiress,https://letterboxd.com/film/the-heiress-1949,https://letterboxd.com/film/the-heiress,True,
1949,,7.7,"['Comedy', 'Drama', 'Romance']",['Jeanne CrainLinda DarnellAnn Sothern'],95,53,,29,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0041587/,A Letter to Three Wives,https://letterboxd.com/film/a-letter-to-three-wives-1949,https://letterboxd.com/film/a-letter-to-three-wives,True,
1949,,7.7,"['Psychological Drama', 'Drama', 'War']",['Gregory PeckHugh MarloweGary Merrill'],174,52,,44,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0041996/,Twelve O'Clock High,https://letterboxd.com/film/twelve-oclock-high-1949,https://letterboxd.com/film/twelve-oclock-high,True,
1950,,8.2,"['Showbiz Drama', 'Drama']",['Bette DavisAnne BaxterGeorge Sanders'],469,153,98,47,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0042192/,All About Eve,https://letterboxd.com/film/all-about-eve-1950,https://letterboxd.com/film/all-about-eve,True,
1950,,7.5,"['Farce', 'Satire', 'Comedy', 'Drama', 'Romance']",['Judy HollidayBroderick CrawfordWilliam Holden'],123,57,,19,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0042276/,Born Yesterday,https://letterboxd.com/film/born-yesterday-1950,https://letterboxd.com/film/born-yesterday,True,
1950,,7.1,"['Feel-Good Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance']",['Spencer TracyJoan BennettElizabeth Taylor'],87,51,76,96,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0042451/,Father of the Bride,https://letterboxd.com/film/father-of-the-bride-1950,https://letterboxd.com/film/father-of-the-bride,True,
1950,,6.7,"['Adventure Epic', 'Jungle Adventure', 'Quest', 'Steamy Romance', 'Survival', 'Action', 'Adventure', 'Romance']",['Deborah KerrStewart GrangerRichard Carlson'],95,40,69,15,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0042646/,King Solomon's Mines,https://letterboxd.com/film/king-solomons-mines-1950,https://letterboxd.com/film/king-solomons-mines-1950,True,
1950,,8.4,"['Dark Comedy', 'Film Noir', 'Psychological Drama', 'Showbiz Drama', 'Tragedy', 'Drama']",['William HoldenGloria SwansonErich von Stroheim'],797,229,94,77,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0043014/,Sunset Boulevard,https://letterboxd.com/film/sunset-boulevard-1950,https://letterboxd.com/film/sunset-boulevard,True,
1951,,7.1,"['Classic Musical', 'Jukebox Musical', 'Drama', 'Musical', 'Romance']",['Gene KellyLeslie CaronOscar Levant'],214,84,83,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0043278/,An American in Paris,https://letterboxd.com/film/an-american-in-paris-1951,https://letterboxd.com/film/an-american-in-paris,True,
,,,,,,,,,,,,,,Decision Before Dawn,https://letterboxd.com/film/decision-before-dawn-1951,,False,ReadTimeoutError
1951,,7.7,"['Tragedy', 'Drama', 'Romance']",['Montgomery CliftElizabeth TaylorShelley Winters'],207,93,76,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0043924/,A Place in the Sun,https://letterboxd.com/film/a-place-in-the-sun-1951,https://letterboxd.com/film/a-place-in-the-sun,True,
1951,,7.1,"['Sword & Sandal', 'Drama', 'Romance']",['Robert TaylorDeborah KerrLeo Genn'],157,53,65,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0043949/,Quo Vadis,https://letterboxd.com/film/quo-vadis-1951,https://letterboxd.com/film/quo-vadis,True,
1951,,7.9,"['Tragedy', 'Drama']",['Vivien LeighMarlon BrandoKim Hunter'],346,107,97,51,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0044081/,A Streetcar Named Desire,https://letterboxd.com/film/a-streetcar-named-desire-1951,https://letterboxd.com/film/a-streetcar-named-desire,True,
1952,,6.5,"['Showbiz Drama', 'Drama', 'Family', 'Romance']",['Betty HuttonCornel WildeCharlton Heston'],166,67,76,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0044672/,The Greatest Show on Earth,https://letterboxd.com/film/the-greatest-show-on-earth-1952,https://letterboxd.com/film/the-greatest-show-on-earth,True,
1952,,7.9,"['Classical Western', 'Drama', 'Thriller', 'Western']",['Gary CooperThomas MitchellLloyd Bridges'],479,144,89,71,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0044706/,High Noon,https://letterboxd.com/film/high-noon-1952,https://letterboxd.com/film/high-noon,True,
1952,,6.7,"['Swashbuckler', 'Action', 'Adventure', 'Drama', 'Romance']",['Robert TaylorElizabeth TaylorJoan Fontaine'],91,41,75,44,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0044760/,Ivanhoe,https://letterboxd.com/film/ivanhoe-1952,https://letterboxd.com/film/ivanhoe,True,
1952,,7.0,"['Period Drama', 'Tragic Romance', 'Biography', 'Drama', 'Music', 'Romance']",['José FerrerZsa Zsa GaborSuzanne Flon'],81,37,,91,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0044926/,Moulin Rouge,https://letterboxd.com/film/moulin-rouge-1952,https://letterboxd.com/film/moulin-rouge,True,
1952,,7.7,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']","[""John WayneMaureen O'HaraBarry Fitzgerald""]",326,95,85,55,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0045061/,The Quiet Man,https://letterboxd.com/film/the-quiet-man-1952,https://letterboxd.com/film/the-quiet-man,True,
1953,,7.6,"['Period Drama', 'Steamy Romance', 'Tragedy', 'Drama', 'Romance', 'War']",['Burt LancasterMontgomery CliftDeborah Kerr'],219,138,85,63,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0045793/,From Here to Eternity,https://letterboxd.com/film/from-here-to-eternity-1953,https://letterboxd.com/film/from-here-to-eternity,True,
1953,,7.2,"['Tragedy', 'Drama', 'History']",['Louis CalhernMarlon BrandoJames Mason'],97,35,,93,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0045943/,Julius Caesar,https://letterboxd.com/film/julius-caesar-1953,https://letterboxd.com/film/julius-caesar,True,
1953,,6.7,"['Epic', 'Period Drama', 'Political Drama', 'Sword & Sandal', 'Drama', 'History', 'Romance']",['Richard BurtonJean SimmonsVictor Mature'],117,55,,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0046247/,The Robe,https://letterboxd.com/film/the-robe-1953,https://letterboxd.com/film/the-robe,True,
1953,,8.0,"['Romantic Comedy', 'Comedy', 'Drama', 'Romance']",['Gregory PeckAudrey HepburnEddie Albert'],379,164,78,86,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0046250/,Roman Holiday,https://letterboxd.com/film/roman-holiday-1953,https://letterboxd.com/film/roman-holiday,True,
1953,,7.6,"['Classical Western', 'Drama', 'Western']",['Alan LaddJean ArthurVan Heflin'],369,93,85,40,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0046303/,Shane,https://letterboxd.com/film/shane-1953,https://letterboxd.com/film/shane,True,
1954,,8.1,"['Legal Drama', 'Legal Thriller', 'Tragedy', 'Crime', 'Drama', 'Thriller']",['Marlon BrandoKarl MaldenLee J. Cobb'],419,129,91,35,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0047296/,On the Waterfront,https://letterboxd.com/film/on-the-waterfront-1954,https://letterboxd.com/film/on-the-waterfront,True,
1954,,7.7,"['Psychological Drama', 'Drama', 'War']",['Humphrey BogartJosé FerrerVan Johnson'],225,34,63,49,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0046816/,The Caine Mutiny,https://letterboxd.com/film/the-caine-mutiny-1954,https://letterboxd.com/film/the-caine-mutiny,True,
,,,,[],,,,,,,,,,The Country Girl,https://letterboxd.com/film/the-country-girl-1954,https://letterboxd.com/film/the-country-girl-1954,True,
1954,,7.3,"['Classic Musical', 'Comedy', 'Musical', 'Romance', 'Western']",['Howard KeelJeff RichardsRuss Tamblyn'],195,50,75,69,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0047472/,Seven Brides for Seven Brothers,https://letterboxd.com/film/seven-brides-for-seven-brothers-1954,https://letterboxd.com/film/seven-brides-for-seven-brothers,True,
1954,,6.2,"['Drama', 'Romance']",['Clifton WebbDorothy McGuireJean Peters'],62,25,,31,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0047580/,Three Coins in the Fountain,https://letterboxd.com/film/three-coins-in-the-fountain-1954,https://letterboxd.com/film/three-coins-in-the-fountain,True,
1955,,7.6,"['Drama', 'Romance']",['Ernest BorgnineBetsy BlairEsther Minciotti'],209,88,82,41,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0048356/,Marty,https://letterboxd.com/film/marty-1955,https://letterboxd.com/film/marty,True,
1955,,6.4,"['Biography', 'Drama', 'Romance', 'War']",['William HoldenJennifer JonesTorin Thatcher'],96,34,,39,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0048316/,Love Is a Many-Splendored Thing,https://letterboxd.com/film/love-is-a-many-splendored-thing-1955,https://letterboxd.com/film/love-is-a-many-splendored-thing,True,
1955,,7.6,"['Period Drama', 'Comedy', 'Drama', 'War']",['Henry FondaJames CagneyWilliam Powell'],121,37,72,40,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0048380/,Mister Roberts,https://letterboxd.com/film/mister-roberts-1955,https://letterboxd.com/film/mister-roberts,True,
1955,,7.0,"['Drama', 'Romance']",['William HoldenKim NovakBetty Field'],170,70,,30,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0048491/,Picnic,https://letterboxd.com/film/picnic-1955,https://letterboxd.com/film/picnic,True,
1955,,6.9,"['Comedy', 'Drama', 'Romance']",['Anna MagnaniBurt LancasterMarisa Pavan'],51,27,,30,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0048563/,The Rose Tattoo,https://letterboxd.com/film/the-rose-tattoo-1955,https://letterboxd.com/film/the-rose-tattoo,True,
1956,,6.7,"['Adventure Epic', 'Globetrotting Adventure', 'Adventure', 'Comedy', 'Family', 'Romance']",['CantinflasFinlay CurrieRobert Morley'],187,40,69,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0048960/,Around the World in 80 Days,https://letterboxd.com/film/around-the-world-in-80-days-1956,https://letterboxd.com/film/around-the-world-in-80-days-1956,True,
1956,,7.3,"['Drama', 'Family', 'Romance', 'War', 'Western']",['Gary CooperDorothy McGuireAnthony Perkins'],87,38,,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0049233/,Friendly Persuasion,https://letterboxd.com/film/friendly-persuasion-1956,https://letterboxd.com/film/friendly-persuasion,True,
1956,,7.6,"['Epic', 'Western Epic', 'Drama', 'Western']",['Elizabeth TaylorRock HudsonJames Dean'],233,130,84,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0049261/,Giant,https://letterboxd.com/film/giant-1956,https://letterboxd.com/film/giant,True,
1956,,7.4,"['Classic Musical', 'Period Drama', 'Biography', 'Drama', 'Musical', 'Romance']",['Deborah KerrYul BrynnerRita Moreno'],124,27,72,69,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0049408/,The King and I,https://letterboxd.com/film/the-king-and-i-1956,https://letterboxd.com/film/the-king-and-i,True,
1956,,7.9,"['Adventure Epic', 'Desert Adventure', 'Epic', 'Period Drama', 'Adventure', 'Drama', 'Family', 'History']",['Charlton HestonYul BrynnerAnne Baxter'],383,68,,99+,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0049833/,The Ten Commandments,https://letterboxd.com/film/the-ten-commandments-1956,https://letterboxd.com/film/the-ten-commandments-1956,True,
1957,,8.1,"['Jungle Adventure', 'War Epic', 'Adventure', 'Drama', 'War']",['William HoldenAlec GuinnessJack Hawkins'],417,119,88,22,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0050212/,The Bridge on the River Kwai,https://letterboxd.com/film/the-bridge-on-the-river-kwai-1957,https://letterboxd.com/film/the-bridge-on-the-river-kwai,True,
1957,,9.0,"['Legal Drama', 'Psychological Drama', 'Crime', 'Drama']",['Martin BalsamJohn FiedlerLee J. Cobb'],2.3K,176,97,18,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0050083/,12 Angry Men,https://letterboxd.com/film/12-angry-men-1957,https://letterboxd.com/film/12-angry-men,True,
1957,,7.2,"['Crime', 'Drama', 'Mystery', 'Romance']",['Lana TurnerLee PhilipsLloyd Nolan'],107,38,63,55,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0050839/,Peyton Place,https://letterboxd.com/film/peyton-place-1957,https://letterboxd.com/film/peyton-place,True,
1957,,7.0,"['Period Drama', 'Drama', 'Romance']",['Marlon BrandoPatricia OwensJames Garner'],68,34,,31,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0050933/,Sayonara,https://letterboxd.com/film/sayonara-1957,https://letterboxd.com/film/sayonara,True,
1957,,8.4,"['Legal Drama', 'Legal Thriller', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller']",['Tyrone PowerMarlene DietrichCharles Laughton'],407,94,76,83,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0051201/,Witness for the Prosecution,https://letterboxd.com/film/witness-for-the-prosecution-1957,https://letterboxd.com/film/witness-for-the-prosecution-1957,True,
1958,,6.6,"['Classic Musical', 'Comedy', 'Musical', 'Romance']",['Leslie CaronMaurice ChevalierLouis Jourdan'],167,62,82,36,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0051658/,Gigi,https://letterboxd.com/film/gigi-1958,https://letterboxd.com/film/gigi,True,
1958,,7.9,"['Screwball Comedy', 'Comedy', 'Drama', 'Romance']",['Rosalind RussellForrest TuckerCoral Browne'],144,23,,96,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0051383/,Auntie Mame,https://letterboxd.com/film/auntie-mame-1958,https://letterboxd.com/film/auntie-mame,True,
1958,,7.9,"['Psychological Drama', 'Drama']",['Elizabeth TaylorPaul NewmanBurl Ives'],213,96,84,19,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0051459/,Cat on a Hot Tin Roof,https://letterboxd.com/film/cat-on-a-hot-tin-roof-1958,https://letterboxd.com/film/cat-on-a-hot-tin-roof,True,
1958,,7.5,"['Caper', 'Prison Drama', 'Crime', 'Drama']",['Tony CurtisSidney PoitierCara Williams'],110,53,69,24,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0051525/,The Defiant Ones,https://letterboxd.com/film/the-defiant-ones-1958,https://letterboxd.com/film/the-defiant-ones,True,
1958,,7.3,"['Drama', 'Romance']",['Rita HayworthDeborah KerrDavid Niven'],100,23,68,13,,,,,https://slyb.app.link/vtz1COZnXAb?$canonical_url=https://m.imdb.com/?$canonical_url=https://m.imdb.com/title/tt0052182/,Separate Tables,https://letterboxd.com/film/separate-tables-1958,https://letterboxd.com/film/separate-tables,True,
